url,user,title,publish,thumnail
https://x.com/BryanAguayo19/status/1983345217936994688,@BryanAguayo19,V14.1.3 steers into emergency lane and gets me out of the way of a speeding car,yes,https://images.fsdad.com/x_2.jpg
https://x.com/EilanBHVR/status/1983308905754308964,@EilanBHVR,Tesla FSD V14.1.4 just saved a dog’s life.,yes,https://images.fsdad.com/fsd-4.jpg
https://x.com/i/status/1981870728711713233,@davidbellow,Tesla full self driving dodges a freaking plane falling out of the sky,yes,https://images.fsdad.com/fsd-3.jpg
https://x.com/i/status/1982633334271578484,@ryanjaycowan,Saved from a reckless driver (possibly drug-affected) on the wrong side of the road,yes,https://images.fsdad.com/twitter_post_.jpg
https://x.com/i/status/1983388620016046578,@spacetime_btc,Tesla FSD 13.2.9 Down under saved my ass today from an illegal U turn in a school zone dropoff area,yes,
